Date,Open,High,Low,Close,Volume,Change
2022-10-24,8870,8990,8800,8860,44573,0.00567536889897835
2022-10-25,8870,9200,8870,9190,156743,0.03724604966139955
2022-10-26,9180,9310,9090,9140,79521,-0.005440696409140355
2022-10-27,9210,9220,9100,9120,40294,-0.002188183807439792
2022-10-28,9200,9200,9050,9110,34421,-0.0010964912280702066
2022-10-31,9150,9170,8990,9030,43488,-0.008781558726673966
2022-11-01,9020,9030,8950,9000,80296,-0.0033222591362126463
2022-11-02,9040,9140,8970,9080,60165,0.008888888888888946
2022-11-03,9060,9080,8980,9000,36673,-0.008810572687224627
2022-11-04,9000,9080,8900,9030,55958,0.0033333333333334103
2022-11-07,9020,9120,9010,9070,37763,0.0044296788482836025
2022-11-08,9110,9120,9070,9100,41204,0.00330760749724357
2022-11-09,9120,9260,9100,9110,92077,0.001098901098901095
2022-11-10,9070,9090,9000,9050,61919,-0.00658616904500553
2022-11-11,9190,9220,9120,9170,73753,0.013259668508287303
2022-11-14,9160,9390,9140,9270,92076,0.010905125408942284
2022-11-15,9200,9560,9190,9550,120799,0.030204962243797207
2022-11-16,9600,9610,9360,9390,89719,-0.01675392670157072
2022-11-17,9370,9380,9180,9200,119743,-0.020234291799786974
2022-11-18,9220,9320,9170,9180,68597,-0.0021739130434782483
2022-11-21,9180,9220,8920,8920,122918,-0.028322440087146017
2022-11-22,8910,9020,8860,8890,49216,-0.0033632286995515237
2022-11-23,8910,8990,8880,8920,37405,0.003374578177727683
2022-11-24,9000,9000,8930,8970,62649,0.005605381165919354
2022-11-25,9040,9090,8970,8980,60793,0.0011148272017837968
2022-11-28,9030,9030,8750,8770,69192,-0.023385300668151476
2022-11-29,8770,8910,8730,8840,32113,0.007981755986316896
2022-11-30,8850,9040,8760,9020,54288,0.020361990950226172
2022-12-01,9120,9260,9080,9220,88505,0.022172949002217335
2022-12-02,9210,9340,9130,9280,67391,0.006507592190889477
2022-12-05,9280,9460,9210,9270,75497,-0.0010775862068965747
2022-12-06,9240,9400,9170,9300,49135,0.003236245954692629
2022-12-07,9300,9350,9150,9280,35501,-0.0021505376344086446
2022-12-08,9280,9360,9180,9200,64070,-0.008620689655172376
2022-12-09,9290,9340,9180,9250,40825,0.005434782608695565
2022-12-12,9250,9540,9250,9520,130949,0.029189189189189113
2022-12-13,9630,10350,9600,9980,1274823,0.04831932773109249
2022-12-14,10200,10250,9850,9870,426526,-0.011022044088176308
2022-12-15,9980,10250,9980,10200,317155,0.033434650455927084
2022-12-16,10150,10200,9930,9970,163907,-0.022549019607843168
2022-12-19,10050,10100,9650,9660,199275,-0.031093279839518595
2022-12-20,9570,9630,9350,9400,137048,-0.026915113871635588
2022-12-21,9480,9880,9460,9840,153658,0.04680851063829783
2022-12-22,9880,9880,9720,9780,109860,-0.0060975609756097615
2022-12-23,9770,9770,9540,9580,106510,-0.020449897750511203
2022-12-26,9700,9930,9660,9660,208321,0.008350730688935215
2022-12-27,9700,9750,9520,9610,133273,-0.005175983436852993
2022-12-28,9540,9600,9400,9520,104398,-0.009365244536940653
2022-12-29,9510,9600,9230,9260,161137,-0.027310924369747913
2023-01-02,9400,9700,9340,9500,189606,0.02591792656587466
2023-01-03,9440,9620,9040,9200,188464,-0.03157894736842104
2023-01-04,9250,9420,9250,9330,66861,0.01413043478260878
2023-01-05,9370,9570,9350,9350,85184,0.002143622722400762
2023-01-06,9410,9440,9300,9410,59063,0.0064171122994651775
2023-01-09,9450,9530,9410,9490,116089,0.008501594048884176
2023-01-10,9460,9500,9390,9390,72948,-0.010537407797681753
2023-01-11,9480,9540,9430,9470,79785,0.008519701810436597
2023-01-12,9480,9510,9340,9400,97583,-0.007391763463569179
2023-01-13,9390,9400,9270,9330,102426,-0.007446808510638281
2023-01-16,9330,9350,9260,9340,65677,0.001071811361200492
2023-01-17,9300,9370,9230,9230,55289,-0.011777301927194839
2023-01-18,9230,9240,9130,9170,72001,-0.00650054171180936
2023-01-19,9110,9200,9050,9170,129930,0.0
2023-01-20,9170,9260,9170,9200,52043,0.0032715376226826187
2023-01-25,9260,9280,9200,9210,69045,0.0010869565217390686
2023-01-26,9260,9280,9220,9270,52294,0.006514657980456029
2023-01-27,9290,9330,9240,9290,55507,0.0021574973031284195
2023-01-30,9300,9370,9300,9330,65513,0.0043057050592034685
2023-01-31,9350,9400,9280,9380,54961,0.005359056806002238
2023-02-01,9410,9450,9370,9430,64283,0.005330490405117239
2023-02-02,9470,9510,9370,9480,118690,0.005302226935312904
2023-02-03,9470,9500,9390,9400,52676,-0.008438818565400852
2023-02-06,9400,9440,9310,9430,60587,0.0031914893617022155
2023-02-07,9450,9590,9400,9570,124238,0.014846235418875864
2023-02-08,9570,9580,9440,9480,118476,-0.009404388714733591
2023-02-09,9500,9530,9440,9490,79781,0.001054852320675037
2023-02-10,9510,9520,9330,9430,74148,-0.006322444678609096
2023-02-13,9430,9460,9360,9430,92591,0.0
2023-02-14,9490,9520,9360,9400,153609,-0.0031813361611876534
2023-02-15,9400,9410,9240,9270,90373,-0.013829787234042601
2023-02-16,9270,9420,9270,9340,43036,0.007551240560949246
2023-02-17,9310,9310,9180,9220,65459,-0.012847965738758016
2023-02-20,9290,9360,9180,9320,41838,0.010845986984815648
2023-02-21,9320,9360,9250,9280,37717,-0.0042918454935622075
2023-02-22,9210,9210,9110,9120,80243,-0.017241379310344862
2023-02-23,9130,9170,9110,9170,60906,0.005482456140350811
2023-02-24,9210,9210,9080,9090,67888,-0.008724100327153761
2023-02-27,9080,9090,8970,9090,61790,0.0
2023-02-28,9100,9110,9000,9020,45438,-0.007700770077007646
2023-03-02,9060,9080,9000,9000,59363,-0.0022172949002217113
2023-03-03,9020,9060,8970,9020,47021,0.0022222222222221255
2023-03-06,9050,9060,8960,8970,62057,-0.005543237250554278
2023-03-07,8980,9110,8980,9100,55307,0.01449275362318847
2023-03-08,9100,9100,9000,9070,47268,-0.003296703296703285
2023-03-09,9060,9090,8960,8990,58458,-0.008820286659316445
2023-03-10,8930,8930,8750,8760,92478,-0.025583982202447175
2023-03-13,8680,8760,8550,8640,60904,-0.013698630136986356
2023-03-14,8620,8630,8260,8370,58984,-0.03125
2023-03-15,8400,8540,8400,8420,50215,0.005973715651135025
2023-03-16,8330,8420,8170,8330,55206,-0.0106888361045131
2023-03-17,8360,8520,8350,8430,66998,0.01200480192076836
2023-03-20,8400,8580,8400,8460,40301,0.003558718861210064
2023-03-21,8590,8700,8470,8550,50018,0.010638297872340496
2023-03-22,8560,8570,8340,8400,69184,-0.01754385964912286
2023-03-23,8400,8400,8170,8270,80135,-0.015476190476190421
2023-03-24,8280,8310,8200,8200,57278,-0.008464328899637219
2023-03-27,8250,8300,8070,8170,76446,-0.003658536585365857
2023-03-28,8140,8280,8140,8230,47427,0.007343941248469932
2023-03-29,8240,8300,8220,8280,35989,0.0060753341433779084
2023-03-30,8320,8360,8200,8290,91242,0.0012077294685990392
2023-03-31,8330,8370,8280,8310,54832,0.0024125452352230514
2023-04-03,8330,8370,8290,8300,38709,-0.001203369434416346
2023-04-04,8310,8490,8250,8460,113311,0.01927710843373487
2023-04-05,8490,8760,8450,8660,126434,0.023640661938534313
2023-04-06,8750,8750,8570,8630,75274,-0.0034642032332563577
2023-04-07,8630,8660,8520,8610,47340,-0.002317497103128674
2023-04-10,8640,8650,8420,8510,54465,-0.011614401858304313
2023-04-11,8510,8650,8450,8640,51919,0.01527614571092828
2023-04-12,8660,8730,8560,8680,72857,0.004629629629629539
2023-04-13,8690,8740,8570,8670,54377,-0.0011520737327188613
2023-04-14,8740,8870,8730,8770,96869,0.011534025374855927
2023-04-17,8800,8800,8660,8700,51239,-0.007981755986317007
2023-04-18,8700,8740,8530,8580,76083,-0.01379310344827589
2023-04-19,8580,8610,8520,8570,47463,-0.0011655011655011815
2023-04-20,8610,8610,8440,8490,64137,-0.009334889148191361
2023-04-21,8490,8520,8400,8450,40019,-0.004711425206124886
2023-04-24,8450,8490,8350,8370,49883,-0.009467455621301801
2023-04-25,8370,8450,8250,8360,37625,-0.0011947431302270495
2023-04-26,8340,9170,8260,8430,375565,0.00837320574162681
2023-04-27,8500,8560,8320,8430,143918,0.0
2023-04-28,8460,8460,8330,8380,64757,-0.005931198102016588
2023-05-02,8380,8430,8310,8430,45890,0.005966587112171906
2023-05-03,8420,8520,8380,8470,41096,0.004744958481613271
2023-05-04,8460,8750,8430,8600,135044,0.015348288075560879
2023-05-08,8690,8690,8520,8580,56593,-0.0023255813953488857
2023-05-09,8600,8710,8520,8610,77887,0.0034965034965035446
2023-05-10,8620,8650,8540,8600,26578,-0.0011614401858304202
2023-05-11,8600,8640,8500,8500,53660,-0.011627906976744207
2023-05-12,8500,8540,8370,8460,50012,-0.004705882352941226
2023-05-15,8410,8490,8350,8450,35224,-0.0011820330969266601
2023-05-16,8590,8780,8570,8730,165412,0.03313609467455625
2023-05-17,8740,8800,8670,8790,57559,0.0068728522336769515
2023-05-18,8790,9120,8760,9020,231836,0.026166097838452806
2023-05-19,9060,9110,8980,9090,89772,0.0077605321507761005
2023-05-22,9190,9430,9110,9280,269819,0.020902090209020896
2023-05-23,9160,9900,9160,9770,641524,0.05280172413793105
2023-05-24,9770,9820,9550,9740,205243,-0.0030706243602866
2023-05-25,9660,10180,9660,10040,398326,0.030800821355236208
2023-05-26,10050,10150,9850,9850,196257,-0.018924302788844605
2023-05-30,9960,10040,9640,9700,201361,-0.015228426395939132
2023-05-31,9610,9740,9500,9600,155397,-0.010309278350515427
2023-06-01,9610,10080,9600,10080,239297,0.050000000000000044
2023-06-02,10160,10190,10040,10070,169536,-0.0009920634920634885
2023-06-05,10130,10200,9870,10110,177016,0.003972194637537285
2023-06-07,10120,10170,9940,10010,141026,-0.009891196834816984
2023-06-08,9960,10310,9910,10250,289417,0.023976023976024052
2023-06-09,10260,10350,10100,10230,124826,-0.0019512195121951237
2023-06-12,10270,10400,10120,10360,214456,0.012707722385141729
2023-06-13,10400,10630,10340,10550,183365,0.01833976833976836
2023-06-14,10560,10620,10320,10450,122135,-0.009478672985781977
2023-06-15,10520,10660,10370,10550,220859,0.009569377990430672
2023-06-16,10560,10860,10560,10630,127793,0.007582938388625671
2023-06-19,10640,10850,10450,10740,125687,0.010348071495766664
2023-06-20,10720,10850,10660,10760,77675,0.0018621973929235924
2023-06-21,10800,10840,10600,10750,136106,-0.0009293680297397522
2023-06-22,10740,11110,10690,11070,203622,0.029767441860465205
2023-06-23,11090,11120,10800,10890,120759,-0.016260162601625994
2023-06-26,10830,10970,10730,10890,124535,0.0
2023-06-27,10970,11020,10600,10820,118043,-0.006427915518824601
2023-06-28,10850,10850,10460,10540,135671,-0.025878003696857665
2023-06-29,10450,10530,10340,10400,112113,-0.013282732447817858
2023-06-30,10400,10440,10200,10390,86733,-0.0009615384615384581
2023-07-03,10400,10480,10310,10340,78608,-0.004812319538017307
2023-07-04,10300,10440,10260,10390,83550,0.004835589941972973
2023-07-05,10390,10440,10090,10370,154517,-0.0019249278152069227
2023-07-06,10390,10390,10190,10300,92202,-0.0067502410800385215
2023-07-07,10300,10300,9990,10100,123131,-0.01941747572815533
2023-07-10,10100,10150,9840,9840,104639,-0.025742574257425765
2023-07-11,10080,10080,9750,9930,89808,0.009146341463414531
2023-07-12,9980,10020,9830,10000,81534,0.007049345417925457
2023-07-13,10010,10200,10000,10000,67677,0.0
2023-07-14,10000,10080,9920,10080,61914,0.008000000000000007
2023-07-17,10130,10280,10000,10280,93975,0.01984126984126977
2023-07-18,10290,10290,9930,10000,142661,-0.027237354085603127
2023-07-19,10080,10360,9950,10230,136784,0.02299999999999991
2023-07-20,10230,10350,10140,10160,60569,-0.006842619745845546
2023-07-21,10210,10490,10180,10250,100507,0.008858267716535417
2023-07-24,10300,10300,10000,10130,101983,-0.011707317073170742
2023-07-25,10030,10110,9740,9790,168069,-0.033563672260612076
2023-07-26,9810,9810,9150,9280,202756,-0.052093973442288055
2023-07-27,9260,9870,9260,9870,102981,0.06357758620689657
2023-07-28,9870,10080,9700,9800,86169,-0.007092198581560294
2023-07-31,9810,10000,9720,9960,102940,0.01632653061224487
2023-08-01,10000,10140,9920,9990,88633,0.003012048192771122
